Age,Gender,Education,Department,JobRole,Shift,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,MonthlyIncome,HourlyRate,OverTime,DistanceFromHome,PerformanceRating,TrainingTimesLastYear,Attrition
29,Female,3,Admin,Office Manager,Day,0.5,0.4,3,4,2,4,5015.67,31.35,No,2.9,3,1,No
42,Female,2,Technical,Lab Technician,Night,1.6,0.9,4,4,3,4,5352.58,33.45,No,1.0,3,1,Yes
22,Female,3,Support,Food Service,Night,3.9,2.2,3,2,2,4,3470.35,21.69,No,5.6,3,2,Yes
29,Female,3,Admin,Office Manager,Rotating,6.0,3.6,4,4,1,3,6859.74,42.87,No,17.0,3,3,No
50,Male,2,Doctors,Resident,Night,5.0,3.0,2,4,2,3,6347.94,39.67,Yes,5.4,4,1,Yes
53,Female,2,Admin,HR Specialist,Night,14.2,10.9,4,1,3,4,5563.78,34.77,No,16.3,2,2,Yes
59,Male,3,Support,Maintenance,Day,7.9,6.7,2,3,2,2,3000.36,18.75,Yes,17.6,2,2,Yes
26,Male,1,Technical,Medical Tech,Day,4.1,2.2,1,2,3,1,6401.86,40.01,No,19.5,2,4,No
43,Female,4,Support,Maintenance,Rotating,1.2,1.1,3,3,1,2,3122.34,19.51,Yes,8.9,2,1,No
55,Female,2,Nursing,Clinical Nurse,Rotating,3.0,2.9,2,4,2,3,5723.3,35.77,Yes,12.0,1,1,Yes
22,Female,1,Technical,Pharmacy Tech,Rotating,5.9,1.9,2,3,3,2,6370.06,39.81,No,3.0,2,6,No
47,Male,3,Nursing,Head Nurse,Rotating,9.1,2.8,3,2,2,2,7127.3,44.55,Yes,1.1,2,2,No
64,Female,4,Nursing,Nurse Practitioner,Rotating,16.1,9.6,2,4,1,4,11712.4,73.2,No,7.6,3,3,No
31,Female,4,Support,Janitor,Night,4.7,3.3,3,4,2,3,2828.78,17.68,Yes,1.0,2,2,No
51,Male,3,Nursing,Clinical Nurse,Rotating,3.7,1.9,2,1,3,3,4871.09,30.44,Yes,6.3,2,4,Yes
39,Male,2,Support,Janitor,Night,0.1,0.0,3,4,4,2,3071.69,19.2,No,1.1,3,3,Yes
38,Male,4,Nursing,Nurse Practitioner,Day,0.4,0.3,2,1,3,2,8613.79,53.84,No,1.1,4,1,Yes
47,Male,3,Technical,Lab Technician,Day,0.8,0.6,3,2,1,1,3447.38,21.55,No,20.5,3,4,Yes
29,Female,2,Nursing,Clinical Nurse,Rotating,0.3,0.1,1,3,2,3,5384.55,33.65,Yes,10.2,3,2,No
61,Female,5,Admin,Admin Staff,Day,2.6,2.4,3,3,1,4,4510.38,28.19,No,10.4,3,3,Yes
33,Female,2,Nursing,Nurse Practitioner,Rotating,2.1,1.6,3,3,1,3,6507.8,40.67,No,5.2,3,1,Yes
48,Female,5,Doctors,Resident,Day,5.1,2.8,1,1,2,2,6662.37,41.64,No,5.3,4,3,Yes
29,Male,4,Nursing,Head Nurse,Day,3.8,3.0,2,1,1,4,8416.62,52.6,No,3.6,3,4,Yes
46,Female,3,Doctors,Specialist,Day,4.5,1.7,2,4,1,1,20108.63,125.68,No,5.7,2,3,Yes
25,Male,5,Nursing,Clinical Nurse,Day,3.2,2.0,3,1,2,1,6317.64,39.49,No,8.8,3,2,Yes
54,Female,4,Nursing,Head Nurse,Day,1.6,0.7,3,1,2,4,6395.07,39.97,No,2.1,3,3,Yes
22,Male,2,Nursing,Nurse,Day,15.3,5.0,2,4,1,2,6188.32,38.68,No,3.0,3,0,Yes
40,Female,3,Admin,Admin Staff,Rotating,0.5,0.2,3,3,2,3,4134.26,25.84,No,6.8,3,2,Yes
52,Male,1,Technical,Lab Technician,Day,14.0,5.7,4,2,3,1,4484.91,28.03,Yes,4.9,3,1,Yes
37,Male,3,Support,Maintenance,Day,1.9,1.4,1,1,2,1,3415.26,21.35,Yes,17.1,1,1,No
35,Female,4,Nursing,Nurse,Day,3.6,2.8,2,4,1,3,5596.11,34.98,Yes,17.2,3,2,No
26,Male,3,Doctors,Doctor,Night,0.6,0.2,3,4,1,2,14869.34,92.93,No,4.1,4,3,Yes
62,Female,2,Technical,Radiology Tech,Night,0.4,0.1,3,1,2,1,4741.73,29.64,No,6.0,3,4,No
47,Male,3,Nursing,Head Nurse,Night,2.8,2.4,1,3,4,3,6623.47,41.4,No,37.5,2,5,Yes
49,Female,4,Admin,HR Specialist,Day,6.8,2.0,2,2,1,2,6078.88,37.99,No,17.6,4,1,No
23,Male,1,Admin,Office Manager,Day,1.6,0.8,1,4,3,4,6526.5,40.79,No,2.4,4,1,No
27,Male,3,Nursing,Nurse Practitioner,Night,4.1,2.7,3,2,3,4,9459.65,59.12,Yes,3.3,4,5,Yes
30,Male,2,Nursing,Nurse,Rotating,1.6,1.4,3,3,3,3,4306.03,26.91,Yes,1.0,3,6,No
54,Female,3,Nursing,Nurse,Day,2.5,2.2,1,3,4,2,3809.89,23.81,Yes,11.3,3,2,Yes
62,Male,2,Doctors,Resident,Night,11.8,9.6,2,3,4,3,8511.82,53.2,Yes,3.8,3,2,No
46,Male,3,Nursing,Nurse,Day,9.7,4.6,2,4,1,3,6738.98,42.12,Yes,7.7,4,4,Yes
34,Male,2,Nursing,Clinical Nurse,Day,3.6,2.9,4,2,2,1,6428.77,40.18,No,14.6,3,3,Yes
30,Male,2,Nursing,Clinical Nurse,Night,1.4,0.6,1,4,3,2,5707.26,35.67,Yes,18.1,2,0,No
34,Female,5,Nursing,Clinical Nurse,Night,1.1,0.5,3,2,4,4,6582.25,41.14,Yes,3.9,4,2,Yes
52,Female,1,Nursing,Nurse Practitioner,Day,15.4,10.5,3,1,4,3,9973.21,62.33,No,2.7,4,1,No
62,Male,3,Support,Maintenance,Day,1.1,0.9,4,2,1,3,3259.79,20.37,No,18.9,3,2,Yes
32,Female,1,Nursing,Nurse Practitioner,Rotating,8.3,2.8,3,3,2,1,7044.37,44.03,No,4.8,2,0,Yes
25,Female,3,Doctors,Specialist,Rotating,2.3,0.8,2,2,3,4,19973.76,124.84,Yes,17.3,3,2,No
55,Male,3,Admin,Admin Staff,Rotating,21.2,18.0,4,4,2,1,5442.69,34.02,No,1.6,3,3,Yes
59,Female,2,Doctors,Surgeon,Night,2.3,2.1,3,3,3,4,18739.8,117.12,No,24.3,4,2,Yes
25,Male,2,Doctors,Specialist,Night,2.2,1.6,3,4,3,1,12868.45,80.43,Yes,6.6,3,4,No
59,Female,3,Nursing,Nurse Practitioner,Day,5.1,3.0,1,3,1,4,8105.75,50.66,No,1.9,3,3,Yes
40,Male,3,Technical,Radiology Tech,Day,16.3,14.5,1,2,4,2,5846.43,36.54,Yes,7.7,4,3,No
27,Female,4,Admin,Receptionist,Day,18.7,15.1,3,1,4,3,3965.61,24.79,No,20.4,3,1,Yes
55,Female,3,Technical,Radiology Tech,Night,6.1,4.3,4,4,2,4,7878.33,49.24,No,4.9,2,1,No
39,Male,3,Admin,Admin Staff,Day,7.0,3.7,3,1,3,1,3501.27,21.88,Yes,2.0,3,1,Yes
34,Male,2,Support,Maintenance,Rotating,4.1,1.8,4,1,3,2,3484.82,21.78,No,8.6,4,0,Yes
62,Female,2,Technical,Radiology Tech,Day,7.0,4.2,3,1,1,4,5605.8,35.04,No,18.0,3,4,Yes
44,Male,2,Support,Maintenance,Day,9.8,4.9,2,2,1,2,4277.41,26.73,No,1.3,4,6,No
40,Female,2,Admin,HR Specialist,Day,3.3,1.8,3,3,1,3,5765.88,36.04,No,1.0,3,2,Yes
32,Female,2,Admin,Office Manager,Day,4.8,3.2,3,1,4,1,5435.52,33.97,Yes,1.0,4,3,Yes
22,Female,3,Technical,Lab Technician,Day,3.9,1.6,3,3,2,3,5312.64,33.2,Yes,2.6,3,2,Yes
45,Female,3,Support,Food Service,Day,4.1,3.6,4,2,1,1,3613.53,22.58,Yes,1.0,3,2,No
28,Female,5,Support,Janitor,Day,11.0,4.4,2,3,2,3,3893.19,24.33,No,5.6,3,2,Yes
46,Female,2,Nursing,Nurse Practitioner,Night,2.2,1.4,1,4,1,2,6266.14,39.16,No,12.0,4,3,No
42,Female,3,Technical,Medical Tech,Night,1.2,1.0,4,3,1,3,5052.33,31.58,Yes,12.4,3,0,Yes
36,Female,4,Nursing,Clinical Nurse,Day,3.0,1.9,1,2,2,2,6895.64,43.1,Yes,10.1,2,2,Yes
22,Male,3,Admin,Receptionist,Night,1.2,0.6,3,2,3,3,3701.16,23.13,No,3.5,4,2,Yes
33,Female,2,Nursing,Head Nurse,Night,3.4,2.2,4,4,3,2,8446.86,52.79,No,13.3,1,3,Yes
28,Female,2,Nursing,Nurse,Day,11.7,10.5,2,2,3,2,6166.12,38.54,Yes,8.6,4,1,Yes
36,Male,1,Support,Security,Rotating,4.8,4.8,4,2,3,3,4056.22,25.35,No,19.7,2,4,Yes
42,Female,2,Nursing,Clinical Nurse,Night,9.7,7.2,2,4,2,2,7176.3,44.85,Yes,6.5,3,2,Yes
40,Female,4,Doctors,Doctor,Day,0.9,0.8,3,4,3,4,10338.23,64.61,Yes,2.0,4,0,Yes
50,Male,1,Doctors,Doctor,Rotating,11.6,3.6,1,4,2,3,16934.87,105.84,No,10.1,3,2,No
46,Female,2,Nursing,Head Nurse,Rotating,4.6,4.2,3,4,2,3,8572.89,53.58,No,1.6,4,1,Yes
54,Male,4,Nursing,Nurse Practitioner,Rotating,0.2,0.2,3,4,2,1,6173.11,38.58,No,33.0,3,1,Yes
53,Female,4,Doctors,Specialist,Night,5.0,3.5,3,3,2,3,15654.56,97.84,No,12.1,3,0,Yes
56,Male,3,Nursing,Nurse,Day,15.1,12.5,3,2,2,1,5638.15,35.24,No,14.1,3,0,Yes
65,Female,3,Technical,Pharmacy Tech,Day,0.4,0.3,4,4,1,4,5568.36,34.8,Yes,11.4,2,6,Yes
59,Female,3,Support,Maintenance,Night,4.4,2.2,3,4,3,2,3882.36,24.26,No,1.0,3,0,No
47,Male,2,Nursing,Head Nurse,Rotating,12.4,11.1,4,2,3,1,9145.26,57.16,No,6.3,3,0,Yes
32,Female,3,Nursing,Head Nurse,Night,0.0,0.0,2,3,2,2,7822.96,48.89,No,10.5,3,1,Yes
56,Female,3,Admin,HR Specialist,Rotating,5.0,3.5,3,1,4,4,5645.25,35.28,No,2.6,4,2,No
29,Male,5,Technical,Lab Technician,Day,3.2,2.5,2,4,3,4,5268.61,32.93,Yes,11.4,3,2,Yes
35,Female,1,Nursing,Nurse,Day,2.1,1.9,4,3,4,2,4302.86,26.89,Yes,17.1,4,1,No
31,Female,3,Nursing,Nurse Practitioner,Rotating,4.9,4.0,1,2,3,4,9495.68,59.35,Yes,3.2,4,5,Yes
23,Male,2,Admin,HR Specialist,Rotating,0.3,0.1,2,2,1,1,4629.31,28.93,No,2.2,4,3,Yes
30,Male,3,Support,Maintenance,Rotating,7.0,4.4,2,4,4,3,2803.83,17.52,No,21.5,1,1,No
24,Male,1,Admin,Office Manager,Rotating,0.0,0.0,2,3,4,3,5183.74,32.4,No,1.0,4,2,Yes
42,Male,2,Admin,HR Specialist,Day,1.8,1.3,4,2,2,4,5424.1,33.9,No,3.0,3,2,Yes
47,Female,4,Support,Janitor,Night,3.5,3.4,2,3,2,2,3268.43,20.43,No,5.2,3,4,No
29,Female,3,Doctors,Doctor,Rotating,2.4,2.1,4,1,2,3,13251.94,82.82,No,11.2,4,4,No
23,Male,3,Technical,Lab Technician,Night,1.8,1.4,2,1,4,3,3689.04,23.06,No,50.0,3,4,No
27,Male,2,Doctors,Resident,Day,8.9,4.8,4,3,1,2,9160.41,57.25,No,4.6,3,1,Yes
49,Male,2,Support,Security,Day,13.7,7.0,3,3,3,1,3809.2,23.81,No,29.7,3,2,Yes
50,Female,3,Doctors,Resident,Night,10.3,7.8,2,2,3,3,9360.73,58.5,No,4.6,3,0,No
47,Male,4,Support,Security,Day,3.7,2.2,2,3,1,3,4358.05,27.24,Yes,11.9,3,0,Yes
46,Female,5,Doctors,Resident,Night,10.8,9.3,2,1,3,3,7812.79,48.83,No,1.8,4,2,Yes
33,Female,3,Technical,Medical Tech,Day,12.7,10.6,2,4,3,2,5090.73,31.82,No,6.2,3,0,Yes
26,Male,3,Nursing,Nurse Practitioner,Day,2.6,1.4,2,2,2,2,9060.87,56.63,No,20.5,3,1,No
55,Female,4,Nursing,Clinical Nurse,Rotating,1.7,1.3,1,1,2,3,6318.08,39.49,No,3.9,1,1,Yes
58,Female,3,Technical,Radiology Tech,Night,0.5,0.3,2,1,4,3,5682.76,35.52,No,1.1,3,0,Yes
36,Female,3,Nursing,Clinical Nurse,Rotating,3.3,1.7,3,1,3,4,4897.45,30.61,No,7.4,3,3,Yes
65,Female,2,Doctors,Specialist,Day,14.6,8.6,2,1,3,4,23291.09,145.57,No,5.8,2,2,Yes
57,Male,4,Nursing,Nurse Practitioner,Rotating,4.1,3.8,3,2,2,4,8706.1,54.41,No,2.6,3,4,Yes
36,Male,3,Technical,Radiology Tech,Day,5.5,3.0,4,3,1,2,5487.91,34.3,No,23.6,2,2,Yes
64,Female,4,Nursing,Nurse Practitioner,Day,0.6,0.3,2,2,4,1,9675.29,60.47,No,9.2,3,2,Yes
44,Male,4,Technical,Pharmacy Tech,Rotating,0.8,0.4,2,2,3,4,5822.04,36.39,No,4.3,2,4,Yes
27,Male,2,Doctors,Doctor,Rotating,3.1,1.4,1,4,2,1,12539.36,78.37,No,50.0,4,4,Yes
65,Male,4,Nursing,Head Nurse,Day,15.1,10.3,2,2,3,4,7041.96,44.01,No,1.5,3,2,Yes
64,Male,4,Admin,Receptionist,Rotating,2.2,0.9,3,3,3,4,3495.93,21.85,Yes,18.8,2,2,No
42,Female,2,Nursing,Nurse Practitioner,Night,10.5,9.2,2,1,2,3,8699.07,54.37,No,2.6,4,4,Yes
44,Male,2,Nursing,Nurse Practitioner,Rotating,0.6,0.3,1,1,4,2,6328.92,39.56,Yes,2.7,3,1,Yes
64,Female,1,Admin,HR Specialist,Night,4.8,3.4,2,2,1,3,6827.4,42.67,No,6.9,4,4,Yes
37,Female,3,Nursing,Nurse,Night,4.6,1.8,4,2,3,3,6382.3,39.89,No,10.8,3,3,Yes
36,Male,3,Support,Maintenance,Day,9.8,9.7,3,4,2,4,3500.55,21.88,Yes,11.7,3,4,Yes
46,Male,3,Nursing,Nurse,Day,0.0,0.0,4,1,2,1,5277.43,32.98,No,1.0,3,2,No
57,Female,2,Doctors,Surgeon,Night,1.1,0.9,4,3,4,4,15307.72,95.67,No,3.4,3,1,Yes
32,Male,4,Admin,HR Specialist,Night,1.2,1.0,1,3,3,3,5046.42,31.54,No,10.8,3,2,No
36,Female,2,Doctors,Surgeon,Day,15.0,12.0,1,1,3,1,19984.79,124.9,No,22.0,3,2,No
25,Female,2,Admin,Office Manager,Day,0.8,0.7,2,3,2,2,4628.18,28.93,No,11.1,3,0,No
42,Male,3,Doctors,Surgeon,Day,0.2,0.1,3,2,4,3,19773.31,123.58,No,3.1,3,2,Yes
34,Female,3,Technical,Lab Technician,Rotating,3.8,3.0,3,3,2,2,5171.36,32.32,No,7.1,3,0,Yes
43,Female,2,Doctors,Specialist,Night,3.8,1.8,1,4,3,2,16555.09,103.47,No,10.4,4,3,No
40,Male,2,Nursing,Nurse Practitioner,Rotating,9.3,7.9,1,2,4,1,9445.85,59.04,No,1.5,4,4,No
55,Female,2,Doctors,Surgeon,Rotating,14.9,14.4,1,3,1,4,21842.39,136.51,No,7.9,3,4,No
35,Female,4,Nursing,Head Nurse,Night,3.9,3.6,4,2,1,1,8180.5,51.13,Yes,6.4,1,1,No
25,Male,4,Nursing,Clinical Nurse,Rotating,13.3,5.1,4,2,4,2,6206.39,38.79,No,4.1,4,1,No
48,Female,3,Admin,Receptionist,Day,6.5,3.6,1,1,4,2,2824.3,17.65,No,9.8,4,0,Yes
50,Female,4,Admin,Office Manager,Day,1.5,0.9,2,4,3,3,5004.34,31.28,No,10.1,3,1,Yes
49,Female,4,Admin,Office Manager,Day,13.2,5.1,1,2,2,3,6006.71,37.54,Yes,35.6,3,3,Yes
56,Female,2,Technical,Medical Tech,Night,5.5,2.0,4,1,3,4,5424.04,33.9,No,5.6,3,4,Yes
29,Female,5,Nursing,Clinical Nurse,Rotating,2.7,1.5,4,1,2,3,4385.59,27.41,No,7.6,3,4,No
37,Male,4,Nursing,Nurse,Night,5.7,5.7,2,2,2,3,6031.96,37.7,No,1.7,4,1,Yes
63,Female,2,Nursing,Head Nurse,Day,2.6,1.8,2,1,2,3,8569.18,53.56,No,7.9,2,0,Yes
57,Male,2,Doctors,Surgeon,Night,0.6,0.4,2,2,1,3,16837.25,105.23,No,1.0,1,2,Yes
51,Female,2,Doctors,Resident,Night,6.3,4.0,3,1,2,1,7050.69,44.07,No,1.6,4,1,No
39,Male,2,Nursing,Clinical Nurse,Day,8.7,6.6,3,1,2,3,6218.27,38.86,No,1.9,3,3,Yes
23,Male,4,Technical,Lab Technician,Night,6.5,6.3,3,3,3,1,5844.65,36.53,No,10.0,3,2,Yes
34,Male,3,Admin,Office Manager,Rotating,1.3,0.9,4,4,3,4,4699.64,29.37,No,8.4,4,4,No
25,Female,4,Admin,Admin Staff,Rotating,15.7,5.4,1,2,4,3,5214.24,32.59,No,16.0,4,3,Yes
47,Male,4,Admin,Admin Staff,Night,0.1,0.1,3,4,2,3,3413.8,21.34,No,6.2,3,2,Yes
46,Female,3,Doctors,Resident,Day,2.0,2.0,2,1,2,3,6560.47,41.0,No,6.4,3,1,No
51,Male,3,Doctors,Surgeon,Day,1.5,0.9,2,3,3,4,16845.92,105.29,No,1.8,3,0,Yes
32,Male,1,Nursing,Nurse,Night,0.2,0.2,3,1,1,3,3980.08,24.88,No,13.6,4,1,No
28,Male,2,Nursing,Head Nurse,Rotating,2.6,1.0,4,4,2,3,6303.4,39.4,No,1.0,4,6,Yes
52,Female,3,Nursing,Head Nurse,Day,4.9,1.9,3,4,3,2,5961.63,37.26,No,5.5,2,1,Yes
65,Male,1,Doctors,Doctor,Day,10.7,9.8,3,3,2,1,13682.0,85.51,No,2.1,3,1,No
31,Male,1,Technical,Pharmacy Tech,Rotating,22.9,11.7,3,4,4,2,7510.72,46.94,No,14.7,3,1,No
60,Male,4,Admin,Admin Staff,Rotating,8.3,4.2,2,3,3,1,4590.5,28.69,No,11.2,3,1,Yes
34,Male,3,Nursing,Nurse Practitioner,Night,3.2,1.8,3,2,1,4,8590.29,53.69,No,12.3,3,1,No
52,Female,2,Technical,Lab Technician,Day,6.4,6.3,3,3,2,4,3612.49,22.58,Yes,1.6,3,0,No
28,Female,3,Technical,Lab Technician,Day,9.3,3.3,3,2,3,2,4092.0,25.57,No,11.1,1,2,No
63,Male,4,Support,Security,Day,3.1,2.7,3,1,3,1,4153.29,25.96,No,11.7,4,2,Yes
63,Female,2,Doctors,Surgeon,Night,7.7,4.1,3,2,4,3,19435.45,121.47,No,1.0,3,1,Yes
57,Female,1,Technical,Medical Tech,Day,3.3,2.9,4,3,3,3,6426.63,40.17,Yes,3.8,3,2,Yes
41,Male,5,Nursing,Head Nurse,Rotating,2.4,2.4,2,1,1,4,8435.2,52.72,No,1.0,3,2,No
25,Female,2,Nursing,Head Nurse,Rotating,3.7,2.0,4,3,1,3,6129.42,38.31,No,11.4,2,3,No
28,Female,2,Nursing,Head Nurse,Day,5.6,2.2,4,3,3,4,9033.65,56.46,No,2.4,3,6,No
22,Male,3,Technical,Radiology Tech,Night,6.5,2.6,2,1,2,1,6921.68,43.26,No,3.1,4,0,Yes
65,Male,4,Nursing,Clinical Nurse,Night,2.2,1.8,3,2,3,2,5821.72,36.39,No,1.0,4,1,Yes
63,Female,2,Admin,HR Specialist,Rotating,4.2,1.7,1,4,3,4,6651.08,41.57,No,6.6,4,0,Yes
34,Female,2,Admin,Receptionist,Rotating,12.0,5.8,1,4,3,1,3731.36,23.32,No,1.0,3,1,Yes
43,Male,2,Nursing,Nurse Practitioner,Day,18.7,8.3,3,2,2,2,12034.92,75.22,Yes,18.7,3,1,No
42,Male,5,Technical,Medical Tech,Day,1.3,0.7,4,2,3,2,5582.94,34.89,No,1.0,4,4,Yes
43,Male,2,Nursing,Head Nurse,Rotating,1.1,0.4,1,1,1,3,7872.53,49.2,No,1.0,2,2,Yes
49,Female,3,Admin,Receptionist,Night,5.6,5.1,4,1,3,2,3773.09,23.58,No,10.2,4,3,Yes
30,Female,5,Technical,Lab Technician,Day,2.7,2.4,3,2,3,4,3540.08,22.13,Yes,24.9,4,1,No
47,Female,2,Nursing,Nurse Practitioner,Night,0.1,0.1,4,4,3,4,7115.07,44.47,Yes,22.3,3,1,Yes
30,Male,5,Doctors,Surgeon,Rotating,2.1,1.6,4,4,2,4,23833.02,148.96,No,1.0,2,3,Yes
36,Female,5,Technical,Pharmacy Tech,Day,8.2,6.2,4,4,3,2,4777.09,29.86,No,3.4,3,2,Yes
31,Female,4,Support,Janitor,Rotating,8.0,6.6,3,2,3,4,3003.91,18.77,No,7.4,3,2,Yes
45,Male,2,Technical,Pharmacy Tech,Day,3.4,2.3,4,1,1,3,4703.63,29.4,No,1.0,4,0,No
63,Male,3,Nursing,Head Nurse,Rotating,3.2,2.1,1,3,4,2,5831.09,36.44,Yes,7.5,3,0,Yes
29,Female,4,Doctors,Doctor,Night,4.3,3.2,2,3,3,1,11612.99,72.58,No,5.9,3,2,No
45,Female,5,Nursing,Clinical Nurse,Day,1.2,1.0,2,2,3,3,4833.49,30.21,No,8.9,4,3,No
37,Female,2,Nursing,Nurse,Night,3.7,2.0,3,3,2,3,4989.09,31.18,Yes,25.3,3,1,Yes
47,Female,4,Nursing,Nurse Practitioner,Rotating,0.1,0.0,1,3,4,1,9289.77,58.06,Yes,3.2,4,4,No
48,Male,2,Nursing,Clinical Nurse,Rotating,3.2,1.6,1,3,3,3,5630.41,35.19,Yes,10.2,3,2,Yes
58,Female,2,Technical,Lab Technician,Day,2.0,1.4,4,3,3,4,4688.26,29.3,Yes,5.6,4,3,No
25,Female,3,Nursing,Nurse,Night,5.6,3.1,3,3,3,2,5070.55,31.69,No,5.7,3,5,Yes
45,Female,4,Doctors,Doctor,Night,5.1,3.4,4,1,2,2,16327.74,102.05,No,10.4,3,2,Yes
40,Female,3,Admin,HR Specialist,Night,2.4,1.4,1,3,1,4,5927.72,37.05,Yes,30.2,3,1,Yes
57,Female,3,Admin,Office Manager,Rotating,0.0,0.0,2,2,2,1,4652.63,29.08,No,19.9,3,4,Yes
60,Male,5,Support,Maintenance,Day,1.5,0.5,2,2,2,4,3206.85,20.04,No,10.2,3,3,Yes
31,Female,3,Nursing,Nurse,Day,5.0,3.5,1,1,3,4,6009.23,37.56,No,6.2,3,3,No
46,Male,3,Doctors,Resident,Night,0.4,0.3,2,2,1,2,7053.56,44.08,No,5.5,4,2,Yes
39,Male,3,Admin,Receptionist,Day,0.6,0.3,2,4,3,1,3800.77,23.75,Yes,15.5,4,2,Yes
40,Male,3,Nursing,Nurse Practitioner,Rotating,5.2,3.1,1,2,3,1,7567.5,47.3,Yes,2.5,4,1,Yes
57,Male,3,Admin,Admin Staff,Night,7.0,6.1,3,4,2,2,5145.8,32.16,No,8.9,4,3,No
31,Female,5,Technical,Pharmacy Tech,Night,1.9,1.0,2,1,2,3,4405.97,27.54,No,7.0,1,2,No
54,Female,3,Nursing,Nurse,Rotating,3.4,3.1,1,2,3,3,3962.67,24.77,No,10.5,3,1,No
26,Female,4,Nursing,Nurse Practitioner,Night,14.6,13.5,3,3,2,3,10148.38,63.43,No,2.1,2,2,Yes
56,Female,1,Nursing,Nurse,Night,14.6,11.0,3,2,2,3,4968.24,31.05,No,11.9,2,2,No
65,Male,2,Technical,Lab Technician,Day,1.8,1.5,4,3,3,3,4730.28,29.56,No,9.9,4,4,Yes
55,Female,3,Technical,Medical Tech,Day,8.3,6.1,3,2,3,4,6997.96,43.74,No,2.0,4,2,Yes
54,Male,1,Doctors,Resident,Day,4.5,3.0,4,4,3,3,8245.75,51.54,Yes,6.0,4,0,Yes
42,Male,2,Admin,Admin Staff,Night,18.5,18.1,4,2,3,4,5294.64,33.09,No,11.4,4,5,No
38,Female,3,Support,Maintenance,Night,3.2,1.6,3,3,4,2,3410.88,21.32,No,23.2,3,2,Yes
43,Male,1,Technical,Medical Tech,Day,7.5,3.0,2,2,1,3,7153.41,44.71,Yes,1.3,4,1,No
58,Male,2,Technical,Radiology Tech,Night,7.3,3.7,1,3,4,3,6869.42,42.93,Yes,1.0,3,2,Yes
36,Female,3,Technical,Pharmacy Tech,Day,3.4,2.5,3,3,2,4,6078.05,37.99,No,1.8,4,1,Yes
56,Female,3,Doctors,Resident,Rotating,7.9,3.4,3,2,3,3,8748.56,54.68,No,45.4,2,0,No
49,Male,5,Admin,Admin Staff,Day,1.5,1.4,4,2,3,2,3406.68,21.29,Yes,14.6,2,0,No
28,Female,3,Technical,Radiology Tech,Rotating,0.7,0.4,3,3,3,2,4495.68,28.1,Yes,9.5,3,2,No
53,Female,3,Support,Security,Night,2.8,2.5,4,4,4,2,3443.31,21.52,No,1.4,2,0,Yes
32,Female,5,Nursing,Clinical Nurse,Night,14.4,6.8,4,1,1,2,7923.05,49.52,Yes,5.4,2,2,Yes
31,Male,4,Nursing,Nurse,Day,3.5,1.8,4,3,2,3,5862.05,36.64,Yes,12.6,2,3,Yes
30,Female,2,Support,Janitor,Rotating,5.0,1.7,2,3,1,4,3032.41,18.95,No,22.6,4,0,Yes
35,Female,2,Nursing,Nurse,Day,4.9,2.4,1,3,1,2,4339.27,27.12,No,4.8,4,3,Yes
34,Female,3,Technical,Lab Technician,Night,0.7,0.5,3,4,3,2,3463.75,21.65,No,50.0,3,5,Yes
46,Female,3,Admin,Admin Staff,Rotating,2.5,2.4,3,3,1,4,4691.9,29.32,Yes,1.5,4,3,Yes
23,Male,4,Nursing,Nurse Practitioner,Rotating,6.1,3.5,2,4,4,2,8510.62,53.19,No,4.9,4,1,No
56,Male,4,Nursing,Nurse,Night,17.9,13.4,3,3,3,4,6866.83,42.92,Yes,20.8,3,1,No
28,Female,3,Nursing,Nurse,Rotating,0.9,0.6,3,2,2,2,5741.91,35.89,Yes,10.5,3,1,Yes
42,Male,5,Nursing,Nurse Practitioner,Night,2.6,0.9,1,3,2,3,9751.49,60.95,Yes,16.7,4,1,No
39,Female,3,Admin,Office Manager,Day,0.5,0.3,3,4,1,1,6018.53,37.62,No,23.8,4,2,Yes
24,Male,2,Technical,Radiology Tech,Day,1.4,0.5,4,4,4,4,5901.11,36.88,No,7.1,3,2,Yes
63,Female,4,Support,Food Service,Day,2.4,2.2,3,2,3,4,3423.95,21.4,No,2.7,3,1,No
60,Female,2,Admin,HR Specialist,Day,3.9,3.2,3,2,2,4,5253.29,32.83,Yes,11.8,4,0,Yes
62,Male,4,Admin,HR Specialist,Rotating,1.3,0.7,1,3,1,2,5709.3,35.68,No,8.3,3,2,Yes
32,Male,5,Admin,Receptionist,Night,1.3,1.0,3,3,2,4,2497.59,15.61,No,14.8,2,2,Yes
60,Female,3,Admin,Admin Staff,Day,7.5,2.8,4,2,1,4,4880.76,30.5,Yes,7.2,3,1,No
45,Female,3,Admin,HR Specialist,Rotating,16.4,13.0,3,2,3,3,8630.14,53.94,Yes,16.7,3,2,Yes
40,Male,3,Nursing,Nurse,Day,2.0,1.7,2,3,3,3,5972.83,37.33,No,23.2,2,2,No
25,Male,3,Nursing,Clinical Nurse,Rotating,5.8,5.1,3,3,2,4,5470.42,34.19,No,13.8,3,3,Yes
47,Female,3,Nursing,Nurse Practitioner,Rotating,1.5,0.7,4,4,4,3,8230.19,51.44,No,13.6,4,1,Yes
59,Female,3,Nursing,Head Nurse,Rotating,13.2,6.4,1,4,1,1,7537.47,47.11,No,8.8,3,0,Yes
